Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009-10,22.0,MEM,NBA,C,68.0,13.0,883.0,4.5,7.6,0.588,0.0,0.0,4.5,7.6,0.588,3.1,5.4,0.581,4.9,9.2,14.1,0.6,0.9,5.2,2.5,9.4,12.1,113.0,105.0,12.9,0.605,0.0,0.71,11.2,20.9,16.1,1.7,0.9,7.7,20.0,10.7,0.8,1.2,2.0,0.109,-3.2,1.9,-1.2,0.2
2010-11,23.0,TOT,NBA,C,47.0,0.0,373.0,2.4,5.6,0.425,0.0,0.0,2.4,5.6,0.425,2.7,4.9,0.543,3.4,7.1,10.5,0.6,1.3,2.2,2.4,10.6,7.4,91.0,105.0,4.7,0.478,0.0,0.875,7.6,16.5,12.0,1.4,1.3,3.5,23.5,8.7,-0.2,0.5,0.3,0.043,-6.5,0.9,-5.7,-0.3
2010-11,23.0,MEM,NBA,C,45.0,0.0,369.0,2.4,5.5,0.436,0.0,0.0,2.4,5.5,0.436,2.7,5.0,0.543,3.4,7.2,10.6,0.6,1.3,2.1,2.4,10.3,7.5,92.0,105.0,4.9,0.487,0.0,0.897,7.7,16.7,12.1,1.4,1.3,3.3,23.8,8.7,-0.1,0.5,0.3,0.045,-6.3,0.8,-5.5,-0.3
2010-11,23.0,HOU,NBA,C,2.0,0.0,4.0,0.0,12.7,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.7,0.0,38.2,0.0,0.0,102.0,-13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,11.0,0.0,0.0,0.0,-0.179,-23.1,3.2,-19.9,0.0
2011-12,24.0,TOT,NBA,C,20.0,3.0,139.0,4.2,7.9,0.524,0.0,0.0,4.2,7.9,0.524,4.9,7.6,0.65,6.1,9.8,15.9,0.0,0.4,3.8,3.0,7.6,13.2,109.0,104.0,12.4,0.587,0.0,0.952,13.1,22.2,17.6,0.0,0.4,5.5,21.2,12.4,0.1,0.2,0.3,0.102,-3.4,-0.4,-3.9,-0.1
2011-12,24.0,HOU,NBA,C,5.0,0.0,23.0,6.8,6.8,1.0,0.0,0.0,6.8,6.8,1.0,0.0,0.0,,2.3,13.7,15.9,0.0,0.0,4.6,0.0,11.4,13.7,202.0,100.0,16.4,1.0,0.0,0.0,5.0,30.6,17.7,0.0,0.0,6.5,0.0,5.9,0.1,0.0,0.1,0.228,-0.7,3.5,2.8,0.0
2011-12,24.0,POR,NBA,C,15.0,3.0,116.0,3.6,8.2,0.444,0.0,0.0,3.6,8.2,0.444,5.9,9.1,0.65,6.8,9.1,15.9,0.0,0.5,3.6,3.6,6.8,13.2,103.0,105.0,11.6,0.541,0.0,1.111,14.8,20.5,17.6,0.0,0.5,5.3,23.0,13.7,0.1,0.1,0.2,0.077,-3.9,-1.2,-5.2,-0.1
2012-13,25.0,OKC,NBA,C,66.0,4.0,770.0,4.3,7.1,0.604,0.0,0.0,4.3,7.1,0.604,2.1,3.5,0.604,4.6,8.4,13.0,0.7,2.0,4.0,2.7,9.9,10.7,110.0,99.0,11.6,0.619,0.0,0.5,11.1,17.5,14.5,2.0,2.0,5.9,24.1,10.1,0.7,1.5,2.2,0.134,-3.9,2.4,-1.5,0.1
2013-14,26.0,OKC,NBA,C,23.0,0.0,192.0,3.4,6.0,0.565,0.0,0.0,3.4,6.0,0.565,0.3,1.3,0.2,2.4,8.1,10.5,0.3,1.0,2.4,3.7,12.3,7.1,76.0,103.0,2.6,0.536,0.0,0.217,5.6,17.4,11.7,0.7,1.0,3.8,35.7,9.0,-0.2,0.3,0.0,0.012,-8.1,0.7,-7.3,-0.3
Career,,,NBA,,224.0,20.0,2357.0,4.0,7.0,0.567,0.0,0.0,4.0,7.0,0.567,2.6,4.5,0.578,4.4,8.6,13.0,0.6,1.3,4.0,2.7,9.9,10.5,106.0,103.0,10.3,0.587,0.0,0.642,10.3,18.9,14.7,1.6,1.3,6.0,23.0,10.1,1.3,3.6,4.8,0.099,-4.4,1.7,-2.7,-0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MEM,NBA,,113.0,13.0,1252.0,3.9,7.0,0.553,0.0,0.0,3.9,7.0,0.553,3.0,5.3,0.57,4.5,8.6,13.1,0.6,1.0,4.3,2.5,9.7,10.8,108.0,105.0,10.5,0.577,0.0,0.753,10.2,19.7,14.9,1.6,1.0,6.4,21.0,10.1,0.7,1.6,2.4,0.09,-4.1,1.6,-2.5,-0.2
2 seasons,,OKC,NBA,,89.0,4.0,962.0,4.1,6.9,0.597,0.0,0.0,4.1,6.9,0.597,1.8,3.1,0.569,4.2,8.4,12.5,0.6,1.8,3.7,2.9,10.4,10.0,104.0,99.0,9.8,0.605,0.0,0.45,10.0,17.5,14.0,1.8,1.8,5.5,26.3,9.9,0.4,1.8,2.2,0.11,-4.7,2.0,-2.7,-0.2
1 season,,POR,NBA,,15.0,3.0,116.0,3.6,8.2,0.444,0.0,0.0,3.6,8.2,0.444,5.9,9.1,0.65,6.8,9.1,15.9,0.0,0.5,3.6,3.6,6.8,13.2,103.0,105.0,11.6,0.541,0.0,1.111,14.8,20.5,17.6,0.0,0.5,5.3,23.0,13.7,0.1,0.1,0.2,0.077,-3.9,-1.2,-5.2,-0.1
2 seasons,,HOU,NBA,,7.0,0.0,27.0,5.8,7.7,0.75,0.0,0.0,5.8,7.7,0.75,0.0,0.0,,1.9,11.6,13.5,0.0,0.0,5.8,0.0,15.4,11.6,152.0,101.0,12.0,0.75,0.0,0.0,4.3,26.0,15.0,0.0,0.0,8.1,0.0,6.7,0.1,0.0,0.1,0.167,-4.1,3.5,-0.6,0.0
