Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,22,CHA,NBA,PF,73,73,35.6,6.1,13.7,.447,0.0,0.0,.000,6.1,13.7,.447,.447,2.9,4.7,.609,3.8,7.1,10.9,0.9,0.8,1.7,1.7,2.9,15.1
2005-06,23,CHA,NBA,PF,26,25,33.6,5.0,12.2,.415,0.0,0.0,,5.0,12.2,.415,.415,3.2,4.8,.656,3.6,6.4,10.0,1.2,0.8,1.9,2.0,3.4,13.2
2006-07,24,CHA,NBA,C,67,65,34.8,5.9,11.0,.532,0.0,0.0,,5.9,11.0,.532,.532,2.6,4.4,.593,3.9,7.4,11.3,1.2,0.9,2.6,1.7,3.1,14.4
2007-08,25,CHA,NBA,C,82,82,33.1,5.6,10.5,.535,0.0,0.0,,5.6,10.5,.535,.535,2.6,4.6,.570,3.1,7.6,10.7,0.9,0.8,1.7,2.0,2.9,13.8
2008-09,26,CHA,NBA,C,82,81,32.8,5.3,9.4,.561,0.0,0.0,,5.3,9.4,.561,.561,2.7,4.5,.593,3.4,6.7,10.1,0.6,0.6,1.7,1.8,3.0,13.2
2009-10,27,NOH,NBA,C,82,82,28.9,4.2,8.0,.530,0.0,0.0,,4.2,8.0,.530,.530,1.9,3.3,.562,3.1,6.0,9.0,0.7,0.7,1.5,1.4,2.7,10.4
2010-11,28,NOH,NBA,C,72,72,31.8,4.2,7.3,.573,0.0,0.0,.000,4.2,7.3,.574,.573,2.0,3.6,.562,3.2,6.3,9.5,0.6,0.6,1.8,1.7,3.2,10.3
2011-12,29,NOH,NBA,C,27,27,28.9,4.2,7.9,.533,0.0,0.0,,4.2,7.9,.533,.533,1.4,2.7,.514,2.6,5.3,7.9,0.9,0.6,1.0,1.4,2.7,9.9
2012-13,30,WAS,NBA,C,79,77,26.0,4.2,8.7,.477,0.0,0.0,,4.2,8.7,.477,.477,1.4,2.4,.571,2.5,6.2,8.8,1.2,0.6,1.0,1.4,1.8,9.7
2017-18,35,NOP,NBA,C,26,19,13.6,1.8,3.7,.505,0.0,0.0,,1.8,3.7,.505,.505,0.7,0.8,.818,1.8,2.8,4.6,0.3,0.3,1.0,0.5,1.2,4.4
