Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,21,UTA,NBA,SG,57,0,13.5,2.0,5.3,.380,0.2,0.7,.256,1.8,4.6,.398,.396,0.8,1.0,.786,0.4,0.9,1.3,1.3,0.5,0.0,0.9,1.5,5.0
2004-05,22,MIL,NBA,PG,80,80,28.2,4.0,9.2,.438,0.4,1.2,.323,3.6,8.0,.456,.460,1.7,2.0,.850,0.6,2.4,3.1,6.1,0.9,0.1,2.5,2.8,10.2
2005-06,23,MIL,NBA,PG,58,12,26.4,4.6,10.8,.424,1.3,3.3,.382,3.3,7.6,.443,.483,1.7,1.9,.850,0.5,1.9,2.5,4.0,0.9,0.1,1.8,2.5,12.1
2006-07,24,MIL,NBA,PG,68,68,36.4,6.9,15.4,.446,1.2,3.4,.346,5.7,12.1,.474,.484,2.3,2.7,.855,0.8,4.0,4.8,6.1,1.3,0.1,3.0,3.0,17.3
2007-08,25,MIL,NBA,PG,66,66,36.5,6.7,13.9,.480,1.3,3.5,.385,5.3,10.4,.512,.528,2.5,2.9,.856,0.6,2.9,3.5,6.3,1.2,0.2,2.8,2.8,17.2
2008-09,26,CLE,NBA,PG,81,81,35.0,6.5,13.9,.467,2.3,5.2,.436,4.2,8.7,.486,.548,2.6,2.8,.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8
2009-10,27,CLE,NBA,PG,69,68,34.2,5.5,12.4,.442,2.3,5.4,.429,3.2,7.0,.452,.535,2.6,2.9,.894,0.4,2.6,3.0,5.3,1.0,0.3,2.5,2.5,15.8
2010-11,28,TOT,NBA,PG,58,56,30.8,5.0,12.6,.399,1.4,4.2,.324,3.7,8.4,.436,.453,2.6,3.1,.853,0.4,2.3,2.6,6.6,0.9,0.2,2.9,2.6,14.0
2011-12,29,LAC,NBA,SG,52,1,28.3,5.0,11.8,.426,1.8,4.6,.389,3.2,7.2,.449,.502,1.4,1.5,.900,0.4,1.5,1.9,3.1,1.0,0.1,1.7,2.0,13.2
2012-13,30,UTA,NBA,PG,46,46,30.8,5.0,11.6,.430,1.3,3.3,.383,3.7,8.2,.449,.485,1.6,1.8,.882,0.5,1.9,2.4,6.2,1.0,0.2,2.7,2.3,12.9
2013-14,31,POR,NBA,PG,74,0,24.8,3.8,9.1,.417,1.1,3.0,.369,2.7,6.0,.441,.478,1.1,1.2,.876,0.6,1.5,2.1,4.3,0.7,0.1,2.0,2.7,9.7
2014-15,32,TOT,NBA,PG,68,33,29.1,5.0,12.6,.397,1.8,5.1,.342,3.3,7.5,.434,.466,2.4,2.8,.872,0.3,2.2,2.6,6.2,0.7,0.2,2.5,2.4,14.2
2015-16,33,CLE,NBA,PG,41,14,18.2,3.2,7.4,.437,0.9,2.5,.353,2.3,4.9,.480,.497,0.9,1.0,.905,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2
