Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,19,UTA,NBA,C,48,7,11.8,2.0,3.9,.508,0.0,0.0,,2.0,3.9,.508,.508,0.8,1.1,.706,1.0,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7
2009-10,20,UTA,NBA,C,36,0,4.8,0.6,1.3,.468,0.0,0.0,,0.6,1.3,.468,.468,0.3,0.4,.600,0.4,0.8,1.3,0.2,0.1,0.1,0.4,0.7,1.5
2010-11,21,TOT,NBA,C,50,2,8.7,1.4,3.0,.453,0.0,0.0,.000,1.4,3.0,.459,.453,0.5,0.9,.558,1.1,1.5,2.6,0.1,0.2,0.5,0.6,1.2,3.2
2011-12,22,DEN,NBA,C,48,24,16.5,2.4,4.0,.599,0.0,0.0,,2.4,4.0,.599,.599,0.7,1.1,.600,2.0,3.4,5.4,0.3,0.5,0.9,0.7,2.0,5.5
2012-13,23,DEN,NBA,C,81,81,22.4,3.6,6.3,.581,0.0,0.0,.000,3.6,6.3,.582,.581,0.7,1.3,.558,2.6,4.3,6.9,0.4,0.5,1.3,0.7,3.0,8.0
2013-14,24,MEM,NBA,C,80,22,16.9,2.8,5.7,.495,0.0,0.0,,2.8,5.7,.495,.495,0.8,1.2,.645,2.0,3.2,5.2,0.5,0.4,0.9,0.8,2.3,6.4
2014-15,25,MEM,NBA,C,81,3,16.6,2.2,4.4,.508,0.0,0.0,,2.2,4.4,.508,.508,0.7,1.0,.647,1.5,3.8,5.3,0.5,0.4,0.8,0.9,1.8,5.2
2015-16,26,SAC,NBA,C,78,14,19.0,3.0,5.7,.532,0.0,0.0,,3.0,5.7,.532,.532,0.7,1.3,.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8
2016-17,27,SAC,NBA,C,71,62,20.0,3.0,5.5,.551,0.0,0.0,.000,3.0,5.5,.552,.551,0.5,0.9,.613,1.7,4.0,5.7,0.7,0.5,0.7,0.9,2.4,6.6
2017-18,28,SAC,NBA,C,71,13,19.6,3.1,5.5,.571,0.0,0.0,,3.1,5.5,.571,.571,0.5,1.0,.446,2.1,4.5,6.6,1.2,0.7,0.5,0.7,2.1,6.7
2018-19,29,SAC,NBA,C,42,1,12.0,1.7,3.6,.477,0.0,0.0,,1.7,3.6,.477,.477,0.2,0.6,.417,1.2,3.0,4.2,0.9,0.4,0.4,0.6,1.6,3.7
